BEA1,BEA2,BEA3,BEA4,BEA5,BEA6,BEA7,BEA8,latitude,longitude,type,timestamp,
-83,-84,-82,-70,-79,-89,-81,-71,1.346109809,103.6815643,pseudo,1.62917E+12,
-89,-80,-73,-85,-72,-87,-77,-71,1.346109809,103.6815609,truth,1.62917E+12,
-89,-83,-76,-77,-61,-80,-97,-74,1.346109809,103.681548,pseudo,1.62917E+12,
-89,-90,-81,-61,-75,-97,-91,-82,1.346109809,103.681535,pseudo,1.62917E+12,
-93,-90,-83,-68,-72,-92,-84,-80,1.346109809,103.681522,pseudo,1.62917E+12,
-92,-94,-82,-79,-67,-85,-97,-82,1.346109809,103.6815091,pseudo,1.62917E+12,
-96,-96,-82,-78,-73,-95,-87,-85,1.346109809,103.6814961,pseudo,1.62917E+12,
-96,-89,-80,-80,-83,-96,-93,-84,1.346109809,103.6814865,truth,1.62917E+12,
-91,-91,-76,-76,-61,-82,-83,-80,1.34612277,103.6814865,pseudo,1.62917E+12,
-98,-89,-78,-77,-83,-83,-88,-88,1.34613573,103.6814865,pseudo,1.62917E+12,
-95,-98,-84,-72,-63,-88,-77,-96,1.346148691,103.6814865,pseudo,1.62917E+12,
-100,-94,-88,-72,-67,-79,-87,-77,1.346161762,103.6814865,truth,1.62917E+12,
-82,-90,-87,-74,-67,-88,-84,-75,1.346174723,103.6814865,pseudo,1.62917E+12,
-78,-93,-91,-70,-80,-83,-83,-76,1.346187684,103.6814865,pseudo,1.62917E+12,
-78,-84,-88,-68,-86,-86,-86,-76,1.346200643,103.6814865,truth,1.62917E+12,
-94,-92,-82,-81,-75,-81,-85,-73,1.346200643,103.6814995,pseudo,1.62917E+12,
-81,-95,-86,-75,-67,-88,-87,-86,1.346200643,103.6815137,truth,1.62917E+12,
-85,-98,-78,-65,-70,-90,-78,-77,1.346200643,103.6815266,pseudo,1.62917E+12,
-84,-88,-77,-66,-76,-80,-90,-81,1.346200643,103.6815396,pseudo,1.62917E+12,
-97,-88,-86,-69,-82,-82,-82,-84,1.346200643,103.6815509,truth,1.62917E+12,
-91,-91,-80,-83,-82,-92,-87,-68,1.346200643,103.6815638,pseudo,1.62917E+12,
-87,-85,-75,-66,-87,-78,-86,-75,1.346200643,103.6815768,pseudo,1.62917E+12,
-89,-88,-86,-69,-84,-80,-72,-78,1.346200643,103.6815898,pseudo,1.62917E+12,
-90,-76,-76,-78,-77,-74,-82,-70,1.346200643,103.6816027,pseudo,1.62917E+12,
-77,-96,-79,-76,-84,-78,-78,-66,1.346200643,103.6816072,truth,1.62917E+12,
-69,-75,-67,-73,-83,-76,-78,-60,1.346201036,103.6816202,pseudo,1.62917E+12,
-77,-87,-77,-76,-84,-76,-82,-70,1.346201429,103.6816331,pseudo,1.62917E+12,
-71,-74,-63,-75,-82,-72,-82,-57,1.346201821,103.6816461,pseudo,1.62917E+12,
-80,-63,-69,-93,-90,-76,-85,-58,1.346202214,103.681659,pseudo,1.62917E+12,
-70,-67,-66,-84,-89,-77,-86,-59,1.346202319,103.6816625,truth,1.62917E+12,
-71,-62,-72,-80,-91,-80,-93,-67,1.346199255,103.6816751,pseudo,1.62917E+12,
-67,-60,-82,-78,-91,-89,-89,-75,1.34619619,103.6816877,pseudo,1.62917E+12,
-72,-62,-76,-97,-92,-87,-91,-78,1.346193126,103.6817003,pseudo,1.62917E+12,
-71,-76,-77,-83,-91,-82,-95,-87,1.346190061,103.6817129,pseudo,1.62917E+12,
-61,-71,-73,-80,-100,-93,-97,-89,1.346186997,103.6817255,pseudo,1.62917E+12,
-79,-66,-84,-91,-95,-94,-93,-82,1.346183932,103.6817381,pseudo,1.62917E+12,
-57,-65,-81,-94,-93,-92,-91,-76,1.346180868,103.6817507,truth,1.62917E+12,
-57,-65,-81,-94,-93,-92,-91,-76,1.346180868,103.6817507,pseudo,1.62917E+12,
-57,-65,-81,-94,-93,-92,-91,-76,1.346180868,103.6817507,pseudo,1.62917E+12,
-57,-65,-81,-94,-93,-92,-91,-76,1.346180868,103.6817507,pseudo,1.62917E+12,
-57,-65,-81,-94,-93,-92,-91,-76,1.346180868,103.6817507,pseudo,1.62918E+12,
-101,-94,-88,-76,-84,-87,-94,-84,1.346180868,103.6817507,truth,1.62918E+12,
-70,-73,-82,-85,-99,-92,-98,-84,1.346183932,103.6817381,pseudo,1.62918E+12,
-67,-70,-84,-86,-90,-93,-97,-78,1.346186997,103.6817255,pseudo,1.62918E+12,
-76,-74,-74,-91,-100,-91,-96,-78,1.346190061,103.6817129,pseudo,1.62918E+12,
-73,-71,-79,-77,-91,-90,-96,-77,1.346193126,103.6817003,pseudo,1.62918E+12,
-70,-93,-73,-96,-92,-84,-95,-86,1.34619619,103.6816877,pseudo,1.62918E+12,
-75,-72,-70,-83,-89,-88,-93,-82,1.346199255,103.6816751,pseudo,1.62918E+12,
-73,-69,-64,-78,-90,-77,-89,-62,1.346202319,103.6816625,truth,1.62918E+12,
-77,-72,-56,-82,-85,-83,-81,-60,1.346201927,103.6816496,pseudo,1.62918E+12,
-87,-90,-64,-80,-89,-72,-75,-68,1.346201534,103.6816366,pseudo,1.62918E+12,
-74,-90,-74,-86,-82,-80,-87,-69,1.346201142,103.6816237,pseudo,1.62918E+12,
-90,-89,-67,-79,-81,-72,-80,-73,1.346200749,103.6816107,pseudo,1.62918E+12,
-85,-85,-70,-76,-83,-78,-91,-75,1.346200643,103.6816072,truth,1.62918E+12,
-87,-83,-72,-73,-89,-78,-82,-72,1.346200643,103.6815942,pseudo,1.62918E+12,
-88,-95,-80,-70,-77,-84,-81,-77,1.346200643,103.6815813,pseudo,1.62918E+12,
-80,-96,-89,-68,-77,-97,-87,-76,1.346200643,103.6815683,pseudo,1.62918E+12,
-84,-88,-69,-59,-91,-80,-77,-80,1.346200643,103.6815554,pseudo,1.62918E+12,
-87,,-91,-74,-77,-93,-88,-91,1.346200643,103.6815509,truth,1.62918E+12,
-86,-88,-83,-73,-73,-89,-88,-77,1.346200643,103.6815379,pseudo,1.62918E+12,
-91,-95,-89,-82,-83,-87,-90,-80,1.346200643,103.681525,pseudo,1.62918E+12,
-83,-90,-90,-75,-80,-80,-81,-85,1.346200643,103.6815137,truth,1.62918E+12,
-91,-98,-90,-76,-71,-89,,-76,1.346200643,103.6815007,pseudo,1.62918E+12,
-96,,-97,-80,-72,-88,-83,-81,1.346200643,103.6814865,truth,1.62918E+12,
-82,-90,-80,-79,-73,-93,-92,-80,1.346187683,103.6814865,pseudo,1.62918E+12,
-95,-95,-90,-77,-68,-97,-91,-87,1.346174722,103.6814865,pseudo,1.62918E+12,
-101,-92,-98,-78,-62,-89,-84,-88,1.346161762,103.6814865,truth,1.62918E+12,
-95,-94,-91,-85,-70,-93,-90,-94,1.346148801,103.6814865,pseudo,1.62918E+12,
-95,-97,-89,-85,-66,-85,-81,-83,1.34613584,103.6814865,pseudo,1.62918E+12,
-89,-98,-89,-78,-74,-82,-85,-83,1.34612288,103.6814865,pseudo,1.62918E+12,
-93,-92,-87,-75,-77,-96,-90,-91,1.346109809,103.6814865,truth,1.62918E+12,
-93,-86,-87,-76,-70,-84,-89,-92,1.346109809,103.6814995,pseudo,1.62918E+12,
-91,-89,-84,-80,-67,-98,-82,-85,1.346109809,103.6815124,pseudo,1.62918E+12,
-98,-94,-82,-68,-69,-96,-80,-81,1.346109809,103.6815254,pseudo,1.62918E+12,
-96,-90,-77,-77,-71,-89,-80,-72,1.346109809,103.6815384,pseudo,1.62918E+12,
-86,-82,-77,-81,-85,-78,-90,-80,1.346109809,103.6815513,pseudo,1.62918E+12,
-91,-89,-82,-68,-75,-80,-79,-72,1.346109809,103.6815609,truth,1.62918E+12,
-96,-86,-88,-85,-81,-68,-75,-78,1.346109809,103.6815739,pseudo,1.62918E+12,
-90,-87,-71,-75,-80,-70,-96,-72,1.346109809,103.6815869,pseudo,1.62918E+12,
-90,-87,-76,-72,-96,-83,-93,-81,1.346109809,103.6815998,pseudo,1.62918E+12,
-93,-82,-84,-72,-78,-71,-66,-74,1.346109809,103.6816128,pseudo,1.62918E+12,
-90,-97,-73,-83,-84,-87,-68,-80,1.346109809,103.6816258,pseudo,1.62918E+12,
-96,-91,-91,-86,-84,-79,-63,-83,1.346109809,103.6816387,pseudo,1.62918E+12,
-100,-90,-80,-97,-92,-80,-68,-80,1.346109809,103.6816421,truth,1.62918E+12,
-98,-93,-89,-77,-75,-81,-83,-81,1.34612277,103.6816421,pseudo,1.62918E+12,
-89,-78,-81,-80,-76,-73,-71,-80,1.34613573,103.6816421,pseudo,1.62918E+12,
-95,-89,-80,-93,-80,-72,-77,-85,1.346148691,103.6816421,pseudo,1.62918E+12,
-95,-84,-74,-65,-81,-83,-76,-72,1.346153383,103.6816421,truth,1.62918E+12,
-81,-89,-65,-76,-80,-69,-78,-61,1.346166343,103.6816421,pseudo,1.62918E+12,
-88,-79,-68,-78,-85,-86,-85,-66,1.346179304,103.6816421,pseudo,1.62918E+12,
-69,-73,-59,-82,-84,-77,-91,-54,1.34618489,103.6816421,truth,1.62918E+12,
-75,-78,-68,-92,-94,-75,-94,-70,1.34618489,103.681655,pseudo,1.62918E+12,
-67,-66,-74,-95,-95,-94,-88,-79,1.34618489,103.6816639,truth,1.62918E+12,
-78,-69,-63,-76,-88,-75,-90,-63,1.34618489,103.6816639,truth,1.62918E+12,
-74,-82,-64,-75,-95,-92,-86,-74,1.346184946,103.6816509,pseudo,1.62918E+12,
-84,-68,-57,-82,-84,-90,-92,-67,1.346184984,103.6816422,truth,1.62918E+12,
-83,-83,-79,-77,-80,-82,-70,-72,1.346172023,103.6816422,pseudo,1.62918E+12,
-94,-91,-75,-71,-81,-68,-80,-75,1.346159062,103.6816422,pseudo,1.62918E+12,
-99,-84,-72,-69,-76,-84,-74,-79,1.346153161,103.6816422,truth,1.62918E+12,
-86,-83,-79,-78,-76,-90,-67,-73,1.3461402,103.6816422,pseudo,1.62918E+12,
-90,-87,-78,-83,-79,-75,-75,-76,1.34612724,103.6816421,pseudo,1.62918E+12,
-94,-91,-82,-79,-79,-72,-71,-80,1.346114279,103.6816421,pseudo,1.62918E+12,
-96,-96,-86,-76,-75,-82,-65,-77,1.346109809,103.6816421,truth,1.62918E+12,
-88,-85,-76,-100,-76,-89,-70,-83,1.346109809,103.6816291,pseudo,1.62918E+12,
-93,-91,-80,-70,-83,-73,-72,-82,1.346109809,103.6816161,pseudo,1.62918E+12,
-86,-82,-72,-67,-67,-86,-80,-78,1.346109809,103.6816032,pseudo,1.62918E+12,
-92,-94,-79,-70,-73,-71,-90,-81,1.346109809,103.6815902,pseudo,1.62918E+12,
-96,-88,-79,-74,-86,-78,-86,-76,1.346109809,103.6815773,pseudo,1.62918E+12,
-99,-94,-74,-74,-74,-77,-86,-71,1.346109809,103.6815643,pseudo,1.62918E+12,
-93,-83,-81,-65,-69,-89,-90,-74,1.346109809,103.6815609,truth,1.62918E+12,
-92,-89,-80,-70,-68,-88,-83,-83,1.346109809,103.681548,pseudo,1.62918E+12,
-89,-89,-89,-68,-68,-94,-94,-85,1.346109809,103.681535,pseudo,1.62918E+12,
-93,-94,-82,-70,-63,-90,-91,-81,1.346109809,103.681522,pseudo,1.62918E+12,
-94,-92,-85,-75,-63,-94,-96,-76,1.346109809,103.6815091,pseudo,1.62918E+12,
-100,-97,-87,-67,-62,-97,-87,-82,1.346109809,103.6814961,pseudo,1.62918E+12,
-100,-92,-82,-72,-66,-98,-95,-82,1.346109809,103.6814865,truth,1.62918E+12,
-93,-91,-90,-82,-71,-81,-82,-83,1.34612277,103.6814865,pseudo,1.62918E+12,
-89,-88,-78,-76,-76,-88,-83,-82,1.34613573,103.6814865,pseudo,1.62918E+12,
-91,-93,-84,-75,-66,-90,-92,-87,1.346148691,103.6814865,pseudo,1.62918E+12,
-92,-96,-91,-87,-71,-96,-93,-96,1.346161762,103.6814865,truth,1.62918E+12,
,,,,-86,,-99,,1.346174723,103.6814865,pseudo,1.62918E+12,
-92,,-97,-85,-93,-99,-98,-97,1.346187684,103.6814865,pseudo,1.62918E+12,
-102,,-96,-80,-94,-96,-101,-98,1.346200643,103.6814865,truth,1.62918E+12,
-93,,-94,-89,-94,-98,-101,-99,1.346200643,103.6814995,pseudo,1.62918E+12,
-98,-102,-97,-80,-88,-90,-93,-89,1.346200643,103.6815137,truth,1.62918E+12,
-100,,-94,-80,-95,,-96,-91,1.346200643,103.6815266,pseudo,1.62918E+12,
-96,,-90,-78,-92,-98,-92,-93,1.346200643,103.6815396,pseudo,1.62918E+12,
-98,-102,-85,-72,-87,-90,-95,-87,1.346200643,103.6815509,truth,1.62918E+12,
-98,-98,-86,-91,-92,-93,-91,-88,1.346200643,103.6815638,pseudo,1.62918E+12,
-82,-88,-73,-75,-80,-78,-84,-95,1.346200643,103.6815768,pseudo,1.62918E+12,
-94,-80,-78,-74,-91,-78,-78,-65,1.346200643,103.6815898,pseudo,1.62918E+12,
-85,-79,-77,-69,-77,-72,-74,-64,1.346200643,103.6816027,pseudo,1.62918E+12,
-82,-81,-70,-78,-92,-72,-74,-62,1.346200643,103.6816072,truth,1.62918E+12,
-83,-83,-85,-85,-84,-82,-78,-87,1.346201036,103.6816202,pseudo,1.62918E+12,
-73,-80,-78,-78,-83,-75,-73,-67,1.346201429,103.6816331,pseudo,1.62918E+12,
-77,-93,-76,-80,-97,-70,-76,-65,1.346201821,103.6816461,pseudo,1.62918E+12,
-68,-82,-63,-91,-95,-72,-88,-57,1.346202214,103.681659,pseudo,1.62918E+12,
-72,-70,-68,-83,-82,-75,-89,-66,1.346202319,103.6816625,truth,1.62918E+12,
-70,-61,-78,-81,-90,-89,-94,-74,1.346199255,103.6816751,pseudo,1.62918E+12,
-74,-65,-78,-82,-91,-92,-98,-79,1.34619619,103.6816877,pseudo,1.62918E+12,
-75,-72,-86,-91,-97,-86,-92,-90,1.346193126,103.6817003,pseudo,1.62918E+12,
-68,-67,-76,-85,-90,-90,-94,-80,1.346190061,103.6817129,pseudo,1.62918E+12,
-69,-73,-73,-81,-94,-84,-93,-84,1.346186997,103.6817255,pseudo,1.62918E+12,
-69,-64,-71,-95,-88,-100,-94,-76,1.346183932,103.6817381,pseudo,1.62918E+12,
-61,-68,-85,-86,-93,-92,-94,-81,1.346180868,103.6817507,truth,1.62918E+12,
-62,-80,-82,-95,-90,-90,-98,-84,1.346180868,103.6817507,truth,1.62918E+12,
-70,-82,-74,-85,-90,-92,-94,-78,1.346183932,103.6817381,pseudo,1.62918E+12,
-71,-81,-73,-85,-98,-95,-102,-76,1.346186997,103.6817255,pseudo,1.62918E+12,
-68,-78,-77,-83,-92,-83,-94,-76,1.346190061,103.6817129,pseudo,1.62918E+12,
-70,-77,-77,-82,-90,-84,-96,-76,1.346193126,103.6817003,pseudo,1.62918E+12,
-73,-70,-87,-74,-88,-85,-102,-77,1.34619619,103.6816877,pseudo,1.62918E+12,
-77,-65,-71,-72,-79,-86,-85,-68,1.346199255,103.6816751,pseudo,1.62918E+12,
-68,-82,-56,-77,-85,-76,-83,-70,1.346202319,103.6816625,truth,1.62918E+12,
-78,-78,-60,-86,-80,-88,-82,-69,1.346201927,103.6816496,pseudo,1.62918E+12,
-76,-73,-68,-76,-92,-71,-86,-57,1.346201534,103.6816366,pseudo,1.62918E+12,
-71,-83,-80,-80,-89,-70,-75,-72,1.346201142,103.6816237,pseudo,1.62918E+12,
-82,-91,-68,-72,-98,-70,-86,-66,1.346200749,103.6816107,pseudo,1.62918E+12,
-82,-94,-76,-73,-83,-76,-88,-70,1.346200643,103.6816072,truth,1.62918E+12,
-90,-80,-74,-72,-81,-85,-79,-66,1.346200643,103.6815942,pseudo,1.62918E+12,
-83,-90,-80,-73,-82,-81,-83,-76,1.346200643,103.6815813,pseudo,1.62918E+12,
-82,-87,-81,-65,-72,-80,-80,-82,1.346200643,103.6815683,pseudo,1.62918E+12,
-82,-94,-73,-58,-71,-85,-87,-77,1.346200643,103.6815554,pseudo,1.62918E+12,
-94,-91,-90,-66,-69,-87,-86,-85,1.346200643,103.6815509,truth,1.62918E+12,
-89,-96,-86,-66,-82,-80,-83,-76,1.346200643,103.6815379,pseudo,1.62918E+12,
-94,-99,-99,-68,-70,-93,-87,-77,1.346200643,103.681525,pseudo,1.62918E+12,
-96,-94,-88,-72,-76,-92,-96,-83,1.346200643,103.6815137,truth,1.62918E+12,
-87,,-94,-93,-75,-92,-86,-80,1.346200643,103.6815007,pseudo,1.62918E+12,
-93,-98,-90,-83,-76,-98,-90,-91,1.346200643,103.6814865,truth,1.62918E+12,
-83,-98,-94,-76,-68,-85,-86,-87,1.346187683,103.6814865,pseudo,1.62918E+12,
-97,-96,-96,-84,-60,-96,-89,-83,1.346174722,103.6814865,pseudo,1.62918E+12,
-92,-96,-83,-80,-56,-87,-81,-74,1.346161762,103.6814865,truth,1.62918E+12,
-95,-96,-79,-74,-64,-89,-88,-87,1.346148801,103.6814865,pseudo,1.62918E+12,
-93,-96,-79,-76,-70,-84,-78,-74,1.34613584,103.6814865,pseudo,1.62918E+12,
-94,-98,-81,-76,-76,-86,-85,-79,1.34612288,103.6814865,pseudo,1.62918E+12,
-92,-92,-88,-73,-73,-93,-89,-95,1.346109809,103.6814865,truth,1.62918E+12,
-87,-92,-86,-68,-72,-91,-81,-76,1.346109809,103.6814995,pseudo,1.62918E+12,
-97,-96,-84,-68,-80,-97,-84,-82,1.346109809,103.6815124,pseudo,1.62918E+12,
-85,-88,-71,-72,-72,-85,-94,-82,1.346109809,103.6815254,pseudo,1.62918E+12,
-100,-92,-81,-69,-77,-89,-83,-81,1.346109809,103.6815384,pseudo,1.62918E+12,
-94,-93,-80,-70,-73,-82,-79,-82,1.346109809,103.6815513,pseudo,1.62918E+12,
-90,-90,-79,-80,-80,-78,-83,-78,1.346109809,103.6815609,truth,1.62918E+12,
-93,-90,-84,-74,-83,-65,-86,-94,1.346109809,103.6815739,pseudo,1.62918E+12,
-83,-94,-83,-76,-79,-74,-75,-77,1.346109809,103.6815869,pseudo,1.62918E+12,
-92,-91,-72,-77,-83,-90,-82,-76,1.346109809,103.6815998,pseudo,1.62918E+12,
-89,-85,-71,-85,-72,-76,-71,-76,1.346109809,103.6816128,pseudo,1.62918E+12,
-94,-94,-82,-84,-87,-92,-67,-85,1.346109809,103.6816258,pseudo,1.62918E+12,
-96,-87,-70,-86,-77,-78,-65,-72,1.346109809,103.6816387,pseudo,1.62918E+12,
-88,-84,-78,-96,-85,-74,-63,-77,1.346109809,103.6816421,truth,1.62918E+12,
-83,-83,-80,-80,-72,-74,-71,-74,1.34612277,103.6816421,pseudo,1.62918E+12,
-88,-78,-81,-73,-81,-82,-73,-72,1.34613573,103.6816421,pseudo,1.62918E+12,
-84,-80,-66,-74,-79,-74,-70,-65,1.346148691,103.6816421,pseudo,1.62918E+12,
-93,-85,-67,-76,-80,-73,-75,-72,1.346153383,103.6816421,truth,1.62918E+12,
-91,-72,-63,-80,-74,-81,-76,-62,1.346166343,103.6816421,pseudo,1.62918E+12,
-85,-80,-63,-70,-87,-83,-90,-60,1.346179304,103.6816421,pseudo,1.62918E+12,
-64,-76,-65,-84,-93,-75,-89,-54,1.34618489,103.6816421,truth,1.62918E+12,
-68,-71,-62,-78,-85,-73,-81,-52,1.34618489,103.681655,pseudo,1.62918E+12,
-82,-70,-81,-93,-94,-95,-94,-67,1.34618489,103.6816639,truth,1.62918E+12,
-76,-85,-63,-75,-89,-77,-90,-62,1.34618489,103.6816639,truth,1.62918E+12,
-74,-76,-69,-73,-86,-77,-81,-67,1.346184946,103.6816509,pseudo,1.62918E+12,
-80,-87,-61,-76,-84,-74,-83,-71,1.346184984,103.6816422,truth,1.62918E+12,
-92,-80,-70,-66,-74,-67,-78,-72,1.346172023,103.6816422,pseudo,1.62918E+12,
-91,-82,-85,-71,-78,-67,-74,-76,1.346159062,103.6816422,pseudo,1.62918E+12,
-86,-91,-75,-65,-82,-73,-90,-68,1.346153161,103.6816422,truth,1.62918E+12,
-89,-91,-72,-80,-77,-69,-68,-88,1.3461402,103.6816422,pseudo,1.62918E+12,
-94,-81,-80,-75,-79,-72,-75,-82,1.34612724,103.6816421,pseudo,1.62918E+12,
-90,-84,-78,-81,-83,-66,-70,-91,1.346114279,103.6816421,pseudo,1.62918E+12,
-94,-88,-88,-77,-67,-71,-71,-84,1.346109809,103.6816421,truth,1.62918E+12,
-84,-83,-70,-71,-79,-68,-72,-80,1.346109809,103.6816291,pseudo,1.62918E+12,
-92,-83,-70,-81,-76,-70,-83,-71,1.346109809,103.6816161,pseudo,1.62918E+12,
-84,-89,-82,-71,-76,-65,-90,-70,1.346109809,103.6816032,pseudo,1.62918E+12,
-85,-80,-84,-67,-71,-74,-75,-78,1.346109809,103.6815902,pseudo,1.62918E+12,
-82,-85,-78,-66,-69,-74,-84,-68,1.346109809,103.6815773,pseudo,1.62918E+12,
-93,-86,-74,-72,-76,-83,-96,-92,1.346109809,103.6815643,pseudo,1.62918E+12,
-92,-91,-78,-66,-75,-85,-82,-84,1.346109809,103.6815609,truth,1.62918E+12,
-85,-91,-78,-66,-62,-92,-88,-85,1.346109809,103.681548,pseudo,1.62918E+12,
-94,-90,-93,-64,-67,-88,-84,-82,1.346109809,103.681535,pseudo,1.62918E+12,
-87,-94,-83,-72,-61,-94,-92,-83,1.346109809,103.681522,pseudo,1.62918E+12,
-100,-87,-98,-75,-69,-84,-82,-93,1.346109809,103.6815091,pseudo,1.62918E+12,
-85,-92,-78,-78,-58,-93,-85,-76,1.346109809,103.6814961,pseudo,1.62918E+12,
-88,-97,-90,-81,-71,-97,-96,-84,1.346109809,103.6814865,truth,1.62918E+12,
-90,-92,-79,-71,-74,-81,-84,-80,1.34612277,103.6814865,pseudo,1.62918E+12,
-86,-92,-95,-84,-69,-81,-76,-83,1.34613573,103.6814865,pseudo,1.62918E+12,
-96,-95,-85,-83,-65,-89,-84,-95,1.346148691,103.6814865,pseudo,1.62918E+12,
-87,-91,-98,-68,-60,-90,-79,-89,1.346161762,103.6814865,truth,1.62918E+12,
-87,-91,-100,-88,-71,-86,-82,-73,1.346174723,103.6814865,pseudo,1.62918E+12,
-67,-87,-80,-66,-73,-90,-81,-82,1.346187684,103.6814865,pseudo,1.62918E+12,
-73,-93,-89,-70,-78,-91,-77,-78,1.346200643,103.6814865,truth,1.62918E+12,
-91,-96,-92,-75,-67,-98,-85,-78,1.346200643,103.6814995,pseudo,1.62918E+12,
-80,-90,-87,-66,-71,-81,-80,-72,1.346200643,103.6815137,truth,1.62918E+12,
-78,-92,-80,-68,-63,-92,-94,-71,1.346200643,103.6815266,pseudo,1.62918E+12,
-83,-89,-78,-68,-70,-78,-87,-79,1.346200643,103.6815396,pseudo,1.62918E+12,
-85,-91,-75,-60,-69,-77,-83,-75,1.346200643,103.6815509,truth,1.62918E+12,
-80,-93,-78,-81,-80,-80,-74,-75,1.346200643,103.6815638,pseudo,1.62918E+12,
-77,-82,-80,-73,-81,-85,-71,-75,1.346200643,103.6815768,pseudo,1.62918E+12,
-81,-86,-74,-69,-77,-89,-74,-67,1.346200643,103.6815898,pseudo,1.62918E+12,
-82,-87,-83,-75,-81,-78,-82,-68,1.346200643,103.6816027,pseudo,1.62918E+12,
-69,-76,-72,-80,-77,-72,-74,-73,1.346200643,103.6816072,truth,1.62918E+12,
-80,-81,-76,-82,-88,-81,-84,-66,1.346201036,103.6816202,pseudo,1.62918E+12,
-74,-76,-64,-88,-76,-67,-71,-62,1.346201429,103.6816331,pseudo,1.62918E+12,
-78,-76,-60,-73,-86,-72,-84,-54,1.346201821,103.6816461,pseudo,1.62918E+12,
-69,-63,-67,-92,-103,-73,-82,-52,1.346202214,103.681659,pseudo,1.62918E+12,
-65,-68,-68,-84,-90,-71,-89,-58,1.346202319,103.6816625,truth,1.62918E+12,
-69,-60,-78,-82,-89,-97,-86,-79,1.346199255,103.6816751,pseudo,1.62918E+12,
-66,-60,-78,-83,,-86,-86,-72,1.34619619,103.6816877,pseudo,1.62918E+12,
-70,-69,-79,-90,-91,-82,-96,-89,1.346193126,103.6817003,pseudo,1.62918E+12,
-62,-70,-69,-82,-88,-91,-92,-76,1.346190061,103.6817129,pseudo,1.62918E+12,
-60,-78,-80,-88,-92,-85,-98,-80,1.346186997,103.6817255,pseudo,1.62918E+12,
-66,-62,-86,-84,-94,-100,-93,-82,1.346183932,103.6817381,pseudo,1.62918E+12,
-59,-67,-82,-88,-96,-85,-85,-79,1.346180868,103.6817507,truth,1.62918E+12,
-59,-67,-82,-88,-96,-85,-85,-79,1.346180868,103.6817507,pseudo,1.62918E+12,
-63,-80,-80,-81,-90,-96,-88,-93,1.346180868,103.6817507,truth,1.62918E+12,
-75,-84,-81,-89,-100,-90,-98,-81,1.346183932,103.6817381,pseudo,1.62918E+12,
-79,-72,-86,-96,,-96,-88,-85,1.346186997,103.6817255,pseudo,1.62918E+12,
-72,-73,-79,-87,-93,-84,-92,-91,1.346190061,103.6817129,pseudo,1.62918E+12,
-71,-71,-75,-87,-91,-87,-95,-87,1.346193126,103.6817003,pseudo,1.62918E+12,
-96,-77,-75,-80,-89,-84,-92,-71,1.34619619,103.6816877,pseudo,1.62918E+12,
-76,-77,-74,-82,-96,-102,-96,-82,1.346199255,103.6816751,pseudo,1.62918E+12,
-82,-68,-60,-80,-86,-77,-96,-69,1.346202319,103.6816625,truth,1.62918E+12,
-82,-74,-64,-79,-89,-88,-88,-77,1.346201927,103.6816496,pseudo,1.62918E+12,
-70,-80,-68,-80,-90,-68,-82,-60,1.346201534,103.6816366,pseudo,1.62918E+12,
-78,-94,-68,-80,-84,-76,-85,-73,1.346201142,103.6816237,pseudo,1.62918E+12,
-80,-80,-72,-72,-82,-76,-83,-71,1.346200749,103.6816107,pseudo,1.62918E+12,
-77,-88,-69,-73,-74,-84,-78,-72,1.346200643,103.6816072,truth,1.62918E+12,
-83,-83,-75,-73,-82,-80,-78,-74,1.346200643,103.6815942,pseudo,1.62918E+12,
-80,-92,-81,-73,-76,-82,-85,-77,1.346200643,103.6815813,pseudo,1.62918E+12,
-87,-95,-73,-74,-84,-85,-80,-72,1.346200643,103.6815683,pseudo,1.62918E+12,
-83,-96,-80,-56,-94,-75,-81,-73,1.346200643,103.6815554,pseudo,1.62918E+12,
-94,-94,-89,-64,-70,-86,-91,-93,1.346200643,103.6815509,truth,1.62918E+12,
-86,-96,-79,-68,-82,-80,-87,-80,1.346200643,103.6815379,pseudo,1.62918E+12,
-85,,-87,-72,-72,-86,-98,-77,1.346200643,103.681525,pseudo,1.62918E+12,
-91,-96,-98,-80,-70,-89,-95,-88,1.346200643,103.6815137,truth,1.62918E+12,
-97,-97,-92,-82,-70,-95,-93,-91,1.346200643,103.6815007,pseudo,1.62918E+12,
-91,-97,-88,-88,-83,-96,-89,-90,1.346200643,103.6814865,truth,1.62918E+12,
-88,-97,-98,-75,-73,-88,-102,-86,1.346187683,103.6814865,pseudo,1.62918E+12,
-92,-92,-93,-74,-62,-88,-87,-85,1.346174722,103.6814865,pseudo,1.62918E+12,
-91,-92,-86,-82,-65,-81,-89,-79,1.346161762,103.6814865,truth,1.62918E+12,
-93,-90,-96,-92,-78,-85,-78,-90,1.346148801,103.6814865,pseudo,1.62918E+12,
-89,-96,-84,-81,-97,-80,-83,-86,1.34613584,103.6814865,pseudo,1.62918E+12,
-94,,-81,-85,-84,-91,-88,-89,1.34612288,103.6814865,pseudo,1.62918E+12,
-95,-94,-94,-81,-77,-93,-94,-80,1.346109809,103.6814865,truth,1.62918E+12,
-92,-85,-80,-68,-68,-85,-82,-78,1.346109809,103.6814995,pseudo,1.62918E+12,
-96,-92,-84,-72,-66,-86,-89,-82,1.346109809,103.6815124,pseudo,1.62918E+12,
