BEA1,BEA2,BEA3,BEA4,BEA5,BEA6,BEA7,BEA8,latitude,longitude,type,timestamp,
-89,-97,-83,-76,-66,-85,-83,-80,1.346109809,103.6815254,pseudo,1.62918E+12,
-97,-89,-89,-77,-72,-100,-87,-79,1.346109809,103.6815384,pseudo,1.62918E+12,
-98,-93,-87,-72,-76,-82,-82,-82,1.346109809,103.6815513,pseudo,1.62918E+12,
-87,-88,-74,-75,-80,-81,-72,-78,1.346109809,103.6815609,truth,1.62918E+12,
-91,-89,-79,-75,-89,-66,-74,-79,1.346109809,103.6815739,pseudo,1.62918E+12,
-91,-91,-70,-76,-84,-76,-77,-74,1.346109809,103.6815869,pseudo,1.62918E+12,
-93,-95,-77,-67,-82,-79,-82,-82,1.346109809,103.6815998,pseudo,1.62918E+12,
-91,-86,-85,-71,-81,-84,-68,-69,1.346109809,103.6816128,pseudo,1.62918E+12,
-97,-85,-80,-78,-89,-81,-71,-85,1.346109809,103.6816258,pseudo,1.62918E+12,
-92,-85,-84,-91,-80,-78,-64,-81,1.346109809,103.6816387,pseudo,1.62918E+12,
-94,-86,-78,-84,-94,-76,-68,-81,1.346109809,103.6816421,truth,1.62918E+12,
-85,-80,-82,-80,-80,-84,-64,-78,1.34612277,103.6816421,pseudo,1.62918E+12,
-89,-80,-85,-89,-74,-72,-72,-74,1.34613573,103.6816421,pseudo,1.62918E+12,
-92,-92,-69,-73,-90,-71,-76,-74,1.346148691,103.6816421,pseudo,1.62918E+12,
-84,-83,-69,-74,-76,-84,-86,-88,1.346153383,103.6816421,truth,1.62918E+12,
-83,-93,-69,-70,-80,-69,-82,-71,1.346166343,103.6816421,pseudo,1.62918E+12,
-74,-86,-59,-73,-86,-74,-85,-61,1.346179304,103.6816421,pseudo,1.62918E+12,
-75,-77,-59,-82,-84,-85,-85,-61,1.34618489,103.6816421,truth,1.62918E+12,
-84,-77,-67,-81,-91,-67,-86,-64,1.34618489,103.681655,pseudo,1.62918E+12,
-71,-67,-83,-88,-94,-91,-96,-71,1.34618489,103.6816639,truth,1.62918E+12,
-71,-72,-60,-76,-80,-79,-85,-54,1.34618489,103.6816639,truth,1.62918E+12,
-88,-79,-64,-76,-81,-75,-85,-66,1.346184946,103.6816509,pseudo,1.62918E+12,
-90,-72,-63,-74,-90,-75,-85,-64,1.346184984,103.6816422,truth,1.62918E+12,
-93,-89,-73,-71,-76,-76,-78,-67,1.346172023,103.6816422,pseudo,1.62918E+12,
-87,-89,-72,-72,-89,-73,-72,-83,1.346159062,103.6816422,pseudo,1.62918E+12,
-85,-84,-71,-84,-92,-79,-75,-74,1.346153161,103.6816422,truth,1.62918E+12,
-90,-82,-92,-72,-83,-73,-67,-76,1.3461402,103.6816422,pseudo,1.62918E+12,
-91,-89,-80,-80,-76,-77,-76,-79,1.34612724,103.6816421,pseudo,1.62918E+12,
-90,-90,-83,-73,-78,-73,-72,-82,1.346114279,103.6816421,pseudo,1.62918E+12,
-93,-91,-79,-75,-77,-70,-68,-77,1.346109809,103.6816421,truth,1.62918E+12,
-88,-94,-82,-82,-72,-77,-88,-76,1.346109809,103.6816291,pseudo,1.62918E+12,
-90,-89,-66,-75,-71,-72,-76,-77,1.346109809,103.6816161,pseudo,1.62918E+12,
-86,-91,-69,-67,-82,-65,-74,-69,1.346109809,103.6816032,pseudo,1.62918E+12,
-87,-96,-90,-72,-77,-64,-86,-78,1.346109809,103.6815902,pseudo,1.62918E+12,
-90,-92,-69,-72,-68,-65,-78,-70,1.346109809,103.6815773,pseudo,1.62918E+12,
-89,-85,-73,-68,-79,-91,-87,-70,1.346109809,103.6815643,pseudo,1.62918E+12,
-98,-78,-67,-73,-75,-92,-79,-68,1.346109809,103.6815609,truth,1.62918E+12,
-101,-85,-84,-77,-63,-83,-89,-77,1.346109809,103.681548,pseudo,1.62918E+12,
-88,-89,-83,-61,-72,-85,-84,-74,1.346109809,103.681535,pseudo,1.62918E+12,
-92,-95,-82,-70,-72,-84,-91,-81,1.346109809,103.681522,pseudo,1.62918E+12,
-95,-91,-100,-70,-62,-101,-87,-77,1.346109809,103.6815091,pseudo,1.62918E+12,
-96,-95,-80,-71,-64,-97,-84,-80,1.346109809,103.6814961,pseudo,1.62918E+12,
-88,-94,-84,-80,-64,-96,-97,-83,1.346109809,103.6814865,truth,1.62918E+12,
-91,-98,-79,-82,-67,-80,-91,-83,1.34612277,103.6814865,pseudo,1.62918E+12,
-92,-98,-90,-84,-63,-85,-87,-89,1.34613573,103.6814865,pseudo,1.62918E+12,
-83,-92,-85,-75,-60,-84,-84,-80,1.346148691,103.6814865,pseudo,1.62918E+12,
-91,-98,-90,-70,-67,-79,-87,-93,1.346161762,103.6814865,truth,1.62918E+12,
-86,-94,-86,-72,-76,-85,-86,-78,1.346174723,103.6814865,pseudo,1.62918E+12,
-76,-88,-80,-68,-73,-80,-83,-77,1.346187684,103.6814865,pseudo,1.62918E+12,
-80,-89,-82,-71,-76,-86,-83,-80,1.346200643,103.6814865,truth,1.62918E+12,
-85,-96,-93,-77,-68,-88,-85,-89,1.346200643,103.6814995,pseudo,1.62918E+12,
-93,-94,-98,-76,-78,-94,-88,-83,1.346200643,103.6815137,truth,1.62918E+12,
-87,-92,-93,-72,-67,-81,-85,-78,1.346200643,103.6815266,pseudo,1.62918E+12,
-85,-96,-88,-63,-77,-84,-94,-80,1.346200643,103.6815396,pseudo,1.62918E+12,
-89,-94,-76,-64,-68,-76,-96,-84,1.346200643,103.6815509,truth,1.62918E+12,
-94,-91,-80,-68,-81,-83,-90,-78,1.346200643,103.6815638,pseudo,1.62918E+12,
-82,-84,-78,-70,-83,-72,-75,-76,1.346200643,103.6815768,pseudo,1.62918E+12,
-86,-89,-87,-74,-85,-75,-82,-70,1.346200643,103.6815898,pseudo,1.62918E+12,
-81,-80,-76,-75,-82,-76,-75,-63,1.346200643,103.6816027,pseudo,1.62918E+12,
-85,-80,-73,-88,-76,-72,-80,-68,1.346200643,103.6816072,truth,1.62918E+12,
-72,-77,-69,-85,-79,-69,-82,-63,1.346201036,103.6816202,pseudo,1.62918E+12,
-74,-78,-70,-76,-84,-72,-78,-60,1.346201429,103.6816331,pseudo,1.62918E+12,
-80,-87,-60,-85,-82,-71,-83,-60,1.346201821,103.6816461,pseudo,1.62918E+12,
-69,-70,-71,-90,-82,-71,-84,-58,1.346202214,103.681659,pseudo,1.62918E+12,
-80,-63,-89,-91,-82,-79,-86,-63,1.346202319,103.6816625,truth,1.62918E+12,
-73,-62,-74,-91,-92,-83,-86,-85,1.346199255,103.6816751,pseudo,1.62918E+12,
-87,-63,-81,-89,-96,-94,-92,-83,1.34619619,103.6816877,pseudo,1.62918E+12,
-63,-64,-84,-99,-92,-85,-85,-79,1.346193126,103.6817003,pseudo,1.62918E+12,
-64,-66,-84,-87,-100,-83,-90,-84,1.346190061,103.6817129,pseudo,1.62918E+12,
-62,-64,-84,-80,-91,-94,-94,-78,1.346186997,103.6817255,pseudo,1.62918E+12,
-60,-66,-82,-92,-95,-88,-94,-90,1.346183932,103.6817381,pseudo,1.62918E+12,
-58,-70,-84,-91,-100,-96,-97,-96,1.346180868,103.6817507,truth,1.62918E+12,
